"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"FRANCISCO BATISTA DANTAS ME";"CASA CARANGUEJO";"07.503.782/0001-20";"Sociedade Empresária";"17/07/1980";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63620000;"CE";"Solonópole";"Solonópole";"AV. CACHOEIRA RIACHO DO SANGUE, S/N";"(88) 3518-1208";"";"";"";"";"06.032788.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"FRANCISCO CARLOS GONZAGA REIS";"VENDA DO CHICO";"41.914.680/0001-36";"Empresário Individual (Não MEI)";"02/05/1992";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37410000;"MG";"Três Corações";"Três Corações";"ROD. FERNÃO DIAS KM 732 ZONA RURAL ";"(35) 3234-0200";"";"anaclaudia@vandadochico.com.br";"";"WWW.VENDADOCHICO.COM.BR";"11.030488.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";600;"(Inglês)"
"FRANCISCO DE ASSIS QUEIROZ NICOLAU";"FRATELLI EVENTOS";"04.463.655/0001-57";"Sociedade Empresária";"18/05/2001";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA JUVENCIO ALVES DE OLIVEIRA, 660";"(88) 3414-4575";"";"";"";"";"06.032417.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"FRANCISCO FLAVIO COSTA RESTAURANTES";"AMERICA GRILL";"05.904.146/0001-85";"Sociedade Empresária";"18/09/2003";"Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";60150160;"CE";"Fortaleza";"Centro";"AV. SANTOS DUMONT, 6131";"(85) 3262-2710";"";"";"";"WWW.AMERICABEER.COM.BR";"06.031000.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"FRANCO DELLE VEDOVE - ME";"GELATERIA BAMBINO";"01.721.808/0001-20";"Sociedade Empresária";"24/03/1997";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";49035730;"SE";"Aracaju";"Atalaia";"AV. SANTOS DUMONT 957";"(79) 3243-1093";"";"tjgbarroso@yahoo.com.br";"";"";"25.032875.15.0001-7";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";30;"(Espanhol)"
"FRANCO POLISINI ME";"RESTAURANTE E LANCHONETE PÉ DE CEDRO";"09.199.820/0001-29";"Sociedade Empresária";"23/11/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79770000;"MS";"Anaurilândia";"Anaurilândia";"RODOVIA BR/MS 276 - KM 2 S/N ZONA RURAL";"(67) 3445-2439";"(67) 3445-1540";"edu_assessoriacontabil@hotmail.com";"";"";"12.032283.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-CASA DE SUCO; SERVIÇO DE ALIMENTAÇÃO (Secundário)";70;"(""Nenhuma das Opções"")"
"FREDDY LANCHES LTDA";"SPOLETO";"29.160.751/0001-57";"Sociedade Empresária";"01/10/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25620001;"RJ";"Petrópolis";"Centro";"RUA DO IMPERADOR, N° 838";"(24) 2231-4307";"(24) 2231-4307";"";"";"WWW.SPOLETO.COM.BR";"19.031035.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"FRITZ HAUS RESTAURANTE & CHOPERIA LTDA - ME";"FRITZ HAUS RESTAURANTE & CHOPERIA";"73.552.200/0001-20";"Sociedade Empresária";"01/11/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"AV. BORGES DE MEDEIROS, 2875";"(54) 3006-1510";"(54) 3286-3981";"";"";"WWW.FRITZHAUS.COM.BR";"23.030034.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"FRNAKLIN J.ª DE MIRANDA-ME";"MASSA DI CASA";"29.619.236/0001-92";"Sociedade Empresária";"23/05/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28770000;"RJ";"Santa Maria Madalena";"Santa Maria Madalena";"RUA BARÃO DE MADALENA, 68";"";"";"";"";"";"19.030364.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"FUGO COMÉRCIO DE ALIMENTOS LTDA - EPP";"SAANGA GRILL";"82.295.031/0001-81";"Sociedade Empresária";"31/08/1990";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80230010;"PR";"Curitiba";"Centro";"AV. SETE DE SETEMBRO, 2775 LOJA 1094";"(41) 3023-4143";"(41) 3023-4371";"";"";"WWW.SAANGA.COM.BR";"18.030656.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"G R G RESTAURANTE LTDA - ME";"BISTROGONOFF RESTAURANTE";"09.429.599/0001-58";"Sociedade Empresária";"05/03/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"TRAVESSA EDVAR ESMERINO, 60 - VILA DE JERICOACOARA";"(85) 99988-5121";"";"xamppoojeri@hotmail.com";"";"";"06.032896.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";46;"(""Francês,Inglês,Espanhol"")"
"GALETERIA NANOMA LTDA. - ME";"GALETERIA NANOMA";"01.515.541/0001-15";"Sociedade Empresária";"15/11/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95680000;"RS";"Canela";"Canela";"AVENIDA JOSÉ LUIZ CORRÊA PINTO, 198";"";"";"";"";"";"23.030404.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"GALETO PICCOLO POLLO LTDA";"GALETO PICCOLO POLLO";"93.788.008/0001-45";"Sociedade Empresária";"03/01/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95150000;"RS";"Nova Petrópolis";"Nova Petrópolis";"AV 15 DE NOVEMBRO 3285";"(54) 3281-1871";"";"";"";"";"23.030638.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Alemão)"
"GEMIMA FERNANDES SOARES EPP";"HOTEL HEBRON";"25.320.003/0001-33";"Empresário Individual (Não MEI)";"01/08/1988";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";39205000;"MG";"Três Marias";"Três Marias";"RUA MARECHAL DEODORO DA FONSECA, 101 - CENTRO - ";"(38) 3754-2564";"(38) 3754-2564";"hebronviagens@hotmail.com";"";"www.organizaçõeshebron.com.br";"11.017659.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 5510-8/01-HOTEL (Secundário)";0;"(""Nenhuma das Opções"")"
"GENECI ECKER";"BOUQUET GARNI";"87.853.461/0001-95";"Sociedade Empresária";"10/11/1971";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"RUA LEOPOLDO ROSENFELDT 986";"(54) 3295-1666";"(54) 3286-5600";"";"";"WWW.BOUQUETGARNIGRAMADO.COM.BR";"23.029826.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"GESTÃO PAES BRANDÃO LTDA-EPP";"MAIKAI CHOPARIA SHOW BAR";"04.676.343/0001-21";"Sociedade Empresária";"01/11/2001";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";57036550;"AL";"Maceió";"Jatiúca";"AV. ENG. PAULO BRANDÃO NOGUEIRA, S/N, Q 14 LT 18";"(82) 3305-4400";"(82) 3305-4402";"";"";"WWW.MAIKAIMACEIO.COM.BR";"02.030943.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"GEVANDRO COMÉRCIO E SERVIÇOS LTDA - ME";"CHEGA MAIS BEACH LOUNGE E RESTAURANTE";"04.390.429/0001-93";"Sociedade Empresária";"07/01/2004";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62800000;"CE";"Aracati";"Aracati";"AV. DA INTEGRAÇÃO, 860 - CANOA QUEBRADA";"(88) 3421-7101";"";"financeiro@chegamaisbeach.com.br";"";"www.chegamaisbeach.com.br";"06.031581.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";1200;"(Inglês)"
"GILBERTO DOS SANTOS CARAÇO ME";"BAR E RESTAURANTE O GILBERTO";"34.952.648/0001-80";"Sociedade Empresária";"15/08/1989";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62800000;"CE";"Aracati";"Aracati";"PRAIA DE MAJORLÂNDIA S/N";"(88) 8803-5541";"";"";"";"";"06.031688.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"GILBERTO FOPPA";"SABOR ITALIANO";"91.866.525/0001-60";"Sociedade Empresária";"20/07/1987";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";92310205;"RS";"Canoas";"Centro";"RUA LENINE NEGUETE, 47 LOJA";"(51) 3032-3332";"";"";"";"";"23.030235.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"GILSON DOMINGUES";"RESTAURANTE ILHA DO MEL";"07.615.385/0001-40";"Sociedade Empresária";"19/04/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";83251000;"PR";"Paranaguá";"Ilha do Mel";"PRAINHA DAS ENCANTADAS, S/Nº";"(41) 3426-9072";"(41) 3426-9072";"";"";"";"18.031924.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"GIOCLAUTA COMÉRCIO DE ALIMENTOS LTDA";"LA CASA DI FRANGO";"78.731.783/0001-70";"Sociedade Empresária";"15/03/1985";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80035000;"PR";"Curitiba";"Cabral";"AV. MUNHOZ DA ROCHA, 1012";"(41) 3014-6661";"(41) 3014-5054";"";"";"";"18.030839.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"GIOVANNI DOMINGOS CASSELLI KASSIN EPP";"CHURRASCARIA CURITIBANA";"03.582.610/0001-39";"Sociedade Empresária";"14/11/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80250190;"PR";"Curitiba";"Rebouças";"AV. IGUAÇU, 1271";"(41) 3233-5287";"(41) 3224-1366";"";"";"";"18.030944.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Espanhol"")"
"GISELY P. BERTOCO DE PAULA";"RESTAURANTE IBIZA";"09.278.948/0001-88";"Sociedade Empresária";"14/12/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";15400000;"SP";"Olímpia";"Olímpia";"AL DAS MARACAS 7";"(17) 3280-3000";"";"";"";"";"26.032680.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"GOOD PRODUTOS ALIMENTICIOS LTDA";"GOOD PRODUTOS ALIMENTICIOS";"41.903.436/0001-78";"Sociedade Empresária";"29/04/1992";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37701001;"MG";"Poços de Caldas";"Centro";"RUA ASSIS FIGUEIREDO, 925";"(35) 3714-6308";"(35) 3714-6301";"";"";"";"11.030436.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"GREU BAR E LANCHERIA LTDA";"BAR DO GREU";"02.931.873/0001-43";"Sociedade Empresária";"12/01/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95930000;"RS";"Cruzeiro do Sul";"Cruzeiro do Sul";"R STA MARIA 96 SALA 01";"(51) 3764-1310";"";"";"";"";"23.031408.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Alemão)"
"GRILL CLUB RESTAURANTE LTDA-EPP";"CHURRASCARIA TEMKILO";"02.080.269/0001-50";"Sociedade Empresária";"27/08/1997";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22753211;"RJ";"Rio de Janeiro";"Jacarepaguá";"ESTRADA DE JACAREPAGUÁ, Nº 7.725 LOJA B";"(21) 2436-7705";"(21) 2456-1544";"";"";"WWW.TEMKILO.COM.BR";"19.031052.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"GROSSI & GROSSI DE JAÚ LTDA - ME";"LA SPEZZIA";"73.138.414/0001-55";"Sociedade Empresária";"02/12/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";17209255;"SP";"Jaú";"Jardim São Francisco";"AVENIDA DUDU FERRAZ, 35";"(14) 3624-5555";"(14) 3624-8488";"";"";"WWW.DONABRANCA.COM.BR";"26.030781.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"HAGENBECK ALIMENTAÇÕES LTDA EPP";"CASA ALEMÃ";"00.877.032/0001-70";"Sociedade Empresária";"27/10/1995";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";49015160;"SE";"Aracaju";"São José";"PÇA DA IMPRENSA 55 LOJA A";"(79) 3246-1617";"(79) 3217-4444";"";"";"";"25.030152.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"HEINZ MACHOTA - ME";"BIER GARTEN";"75.060.608/0001-00";"Empresário Individual (Não MEI)";"02/09/1980";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85851110;"PR";"Foz do Iguaçu";"Centro";"AV. JORGE SCHIMMELPFENG, 550";"(45) 3523-3700";"";"rh_lez@hotmail.com";"";"";"18.031101.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";334;"(""Nenhuma das Opções"")"
"HELISAN CONFEITARIA LTDA";"WILLEMSEN CONFEITARIA";"01.831.276/0001-84";"Sociedade Empresária";"18/04/1997";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25665110;"RJ";"Petrópolis";"Duarte Silveira";"RUA VISCONDE DE URUGUAI, 71";"(24) 2243-9439";"(24) 2245-6550";"";"";"WWW.WILLEMSEN.COM.BR";"19.030870.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"HJ COMERCIO DE ALIMENTOS LTDA EPP";"GIRAFFAS";"04.459.499/0001-50";"Sociedade Empresária";"01/07/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70712904;"DF";"Brasília";"Asa Norte";"SCN QUADRA 02 BLOCO D LOJA 92 - SHOPPING LIBERTY MALL";"(61) 3326-8647";"(61) 3326-8647";"libertymall@giraffas.com.br";"";"WWW.GIRAFFAS.COM";"07.030238.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(Espanhol)"
"HOT SQUARE LANCHONETE LTDA ME";"SAKURA SUSHI";"09.642.923/0001-11";"Sociedade Empresária";"23/08/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25620050;"RJ";"Petrópolis";"Centro";"RUA DR. ALENCAR LIMA, Nº 34 / 01 E 30";"(24) 2242-1848";"(24) 2242-1848";"digosushi@gmail.com";"patuleas@compuland.com.br";"WWW.HOTTSQUARE.COM.BR";"19.030550.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";23;"(""Nenhuma das Opções"")"
"INÁCIA DE FÁTIMA MEDEIROS ANACLETO - ME";"W EMPORIO. CAFÉ";"00.823.454/0001-62";"Sociedade Empresária";"13/10/1995";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57022050;"AL";"Maceió";"Jaraguá";"AV. DA PAZ, 1140";"(82) 3223-5315";"(82) 3223-8080";"abmaal-@hotmail.com";"";"WWW.PICUI.COM.BR";"02.030647.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(""Inglês,Espanhol"")"
"ISAN COMERCIO DE ALIMENTOS LTDA";"ISAN COMERCIO DE ALIMENTOS";"03.103.698/0001-69";"Sociedade Empresária";"12/04/1999";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88117290;"SC";"São José";"Barreiros";"RUA GERONCIO THIVES,1079";"(47) 3367-2028";"(47) 3056-9401";"";"";"WWW.HOTEISPIRES.COM.BR";"24.030759.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"ITA RAFA BAR E RESTAURANTE LTDA";"ITA SHOW";"06.171.891/0001-25";"Sociedade Empresária";"18/03/2004";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24800000;"RJ";"Itaboraí";"Itaboraí";"AV. 22 DE MAIO, S/Nº LOTE AR-7A QUADRA 124";"(21) 3639-5900";"(21) 3639-2323";"";"";"";"19.031069.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"IVONE GUISELA WAMMS & CIA LTDA. - EPP";"CONVENIENCIAS DUBOM";"03.330.029/0001-20";"Sociedade Empresária";"10/08/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85892000;"PR";"Santa Helena";"Santa Helena";"AV. BRASILIA, 460 - SL.02 - CENTRO";"(45) 3268-1392";"";"";"";"";"18.031952.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"J. MESQUITA NOGUEIRA";"PANIFICADORA Q-PÃO";"07.175.948/0001-27";"Sociedade Empresária";"20/01/2005";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63800000;"CE";"Quixeramobim";"Quixeramobim";"RUA CÔNEGO AURELIANO MOTA, 198";"(88) 3441-3650";"";"";"";"";"06.032597.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.B. FRANCISCO SILVA";"2.3.5. RESTAURANTE";"28.423.697/0001-22";"Sociedade Empresária";"25/07/1984";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29338000;"ES";"Itaipava";"Itaipava";"AV. EDEVALDO ALVES COIMBRA, S/N, ITAPEMIRIM";"(28) 3529-3444";"";"";"";"";"08.031609.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.D.A RESTAURANTES LTDA";"PORTAL RESTAURANTE E PIZZARIA";"05.118.560/0001-69";"Sociedade Empresária";"01/07/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";93310002;"RS";"Novo Hamburgo";"Centro";"AV PEDRO ADAMS FILHO 5662";"(51) 3593-8321";"";"";"";"";"23.030322.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.L. MONTEIRO DOS SANTOS - ME";"RESTAURANTE ROLA PAPO";"05.040.907/0001-06";"Sociedade Empresária";"09/05/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68901470;"AP";"Macapá";"Santa Inês";"PRAÇA BEIRA RIO, Nº09";"(96) 8123-2842";"";"";"";"";"04.032734.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.RODRIGUES PEREIRA RESTAURANTE ME";"CHURRASCARIA SAT";"10.783.021/0001-84";"Sociedade Empresária";"02/05/2009";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63870000;"CE";"Boa Viagem";"Boa Viagem";"RUA BENTO VIEIRA LIMA, 63";"(88) 9612-5816";"";"";"";"";"06.032818.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JAL SIMOES DE BARROS";"GALERIA CAFE";"07.909.556/0001-44";"Sociedade Empresária";"01/04/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";77020030;"TO";"Palmas";"Plano Diretor Sul";"104 SUL,AV.NS-02,CONJ 02 SALA 01 ";"(63) 8404-2719";"(63) 3213-1337";"";"";"";"27.030639.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JANIO MARLON SCHEK ME";"RESTAURANTE PEIXE FRITO";"04.927.424/0001-57";"Sociedade Empresária";"27/02/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85884000;"PR";"Medianeira";"Medianeira";"RUA GOIÁS, CHÁCARA 195";"(45) 3264-1963";"";"";"";"";"18.031097.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JAQUEL SAMPAIO BICA ME";"DONA AMÉLIA RESTAURANTE";"10.490.199/0001-37";"Sociedade Empresária";"13/11/2008";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"RUA DO FORRÓ S/N";"(88) 9960-4317";"";"";"";"";"06.030483.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"JERI EMPREENDIMENTOS TURÍSTICOS EIRELI - EPP";"CLUB  VENTOS";"05.026.774/0001-05";"Empresa Individual (EIRELI)";"15/04/2002";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"RUA DA PRAIA,  S/N - JERICOACOARA";"(88) 3669-2288";"(88) 3669-2309";"quality@clubventos.com";"elenildo@clubventos.com";"www.clubventos.com";"06.011285.15.0001-9";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";100;"(Inglês)"
"JET CHICKEN MS LTDA-ME";"JET CHICKEN";"11.191.928/0001-17";"Sociedade Empresária";"10/12/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79830903;"MS";"Dourados";"Jardim Caramuru";"AV. MARCELINO PIRES, 3600";"(67) 3422-2414";"(67) 3422-2414";"planacon@hotmail.com";"";"";"12.032170.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";80;"(""Nenhuma das Opções"")"
"JHC ALIMENTOS LTDA";"DIVINO FOGAO";"03.815.397/0001-68";"Sociedade Empresária";"18/05/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58104901;"PB";"Campina Grande";"José Pinheiro";"AV. SEVERINO BEZERRA CABRAL,1050 LOJAS 104/105";"(83) 3337-6138";"(83) 3337-6200";"";"";"";"15.032843.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JM BARRAS BAR LTDA";"PIZZARIA E CHURRASCARIA - JM";"03.883.009/0001-86";"Sociedade Empresária";"18/08/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29890000;"ES";"Montanha";"Montanha";"AV. GETULIO VARGAS 615";"(27) 3754-1113";"";"";"";"";"08.032393.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JNP 131 RESTAURANTE LTDA";"RESTAURANTE JAMBEIRO";"06.301.678/0001-90";"Sociedade Empresária";"21/07/2004";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24210271;"RJ";"Niterói";"Ingá";"RUA PRESIDENTE DOMICIANO 131";"(XX) 2717-7393";"(XX) 2719-9893";"";"";"";"19.030345.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JOÃO DE ALMEIDA BARROS";"POUSADA  E CHURRASCARIA CENTRAL";"07.471.674/0001-13";"Sociedade Empresária";"20/02/2004";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63860000;"CE";"Madalena";"Madalena";"AV. DAL ALBERTO, 111";"(88) 3442-1443";"";"";"";"";"06.032415.15.0001-7";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"JOAO DOMINGOS OLIVEIRA PORTAL ME";"BAR E LANCHERIA PORTAL";"94.022.225/0001-92";"Sociedade Empresária";"24/05/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";93332470;"RS";"Novo Hamburgo";"Liberdade";"R 7 DE SETEMBRO 1133";"(51) 3593-8321";"";"";"";"";"23.030323.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JOAOSERROU DE SOUZA  CIA LTDA - ME";"RESTAURANTE TEVAO";"01.660.093/0001-43";"Sociedade Empresária";"10/02/1997";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78402000;"MT";"Novo Diamantino";"Novo Diamantino";"ROD SENADOR ROBERTO CAMPOS KM 0,5";"(XX) 63337-1852";"(65) 3337-1852";"";"";"";"13.032250.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"JOELMA BRITO VIEIRA - ME";"BANANA OURO";"01.715.469/0001-70";"Empresário Individual (Não MEI)";"13/03/1997";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37470000;"MG";"São Lourenço";"São Lourenço";"AV. GETULIO VARGAS, 10 LJ 85 - CENTRO ";"(35) 3331-8986";"";"debora@starweb.com.br";"";"";"11.030949.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Secundário)";120;"(""Nenhuma das Opções"")"
"JOELMA CORDEIRO ALVES ME";"RESTAURANTE CAIPIRA";"11.188.519/0001-61";"Sociedade Empresária";"01/10/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79530000;"MS";"Alcinópolis";"Alcinópolis";"AV. DARLINDO JOSE CARNEIRO, 1276";"";"";"";"";"";"12.032621.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
